tid,datetime,cc_num,amount,fraud_label
ef67ff4d1d77d8630d0b7401eabd003e,2020-01-11 20:26:10,4615861341152316,94.85,0
94a42961e9de1fd2cd59c6ca631f37d8,2020-01-11 22:39:34,4815447301191763,4170.85,0
3eca0e99c858654e8938718b7482f10c,2020-01-11 22:44:39,4802174255861762,701.94,0
d9d755b2fd04584ca9bb11bbec240698,2020-01-12 04:42:44,4789490563144262,590.84,0
b046f5c67e2b7ddbf8b64fe7fb19cc4e,2020-01-12 11:56:25,4205091756219139,12.2,0
ecf7e59255e703479980cad47915814a,2020-01-12 12:58:22,4307553668184625,286.55,0
67fb8ec2ea40c8388844c13f2c1189b8,2020-01-12 15:00:30,4444037300542691,30.52,0
bd015e5df1ed520a65cc162847db109f,2020-01-12 15:39:53,4090612125343330,20.14,0
18e757e67db11a7238b803c7f80c88a3,2020-01-12 22:57:14,4802174255861762,33.96,0
3c5e196606a17c4078395f3758b76bd7,2020-01-13 00:59:42,4738705475489956,0.79,0
26b988813ccd8fd837059f97fecc1fe3,2020-01-13 10:38:53,4524584153018280,13.93,0
bd95dc29166d24766458566eb0d3363a,2020-01-13 11:24:34,4259753809723533,69.87,0
813c98c4898c327d57c003880fc04a4c,2020-01-13 12:03:08,4879493428361965,316.03,0
4479827035f4e54e48256656eb7b7bcd,2020-01-13 14:13:43,4416410688550228,685.21,0
e839dd950913ec4e7e32ff83656ff773,2020-01-13 14:37:09,4446288810992896,454.48,0
ac63daac6e10acaed6fcbc3b8c3e83c3,2020-01-13 17:07:50,4572259224622748,88.77,0
506835cbab97e7d1ed88e0596eaede61,2020-01-14 00:31:19,4783713328425247,78.89,0
35302424b75487146bcc033afdbe6d6a,2020-01-14 02:11:48,4572259224622748,18.69,0
ae6fcfa31de57ca22a13884d50742f6e,2020-01-14 06:37:56,4136262720215016,68.92,0
87203425e603dda62f4db1401ab693f4,2020-01-14 07:56:35,4186054708565028,702.26,0
f9f4b0963951ec48233d025dfb5d215d,2020-01-14 09:05:36,4956860373932956,2.44,0
5ae3c400d8b0c8964ff49e4c57fc26ed,2020-01-14 14:52:04,4444037300542691,45.61,0
d9d1fad4071084ea7097e6079ef9b9cd,2020-01-14 16:48:54,4460285888258185,24.66,0
55122a2d7af4cc45dc254c24266ee4f3,2020-01-14 16:53:06,4762714231199452,682.97,0
35921581f24ad1a68ddf5299648f51d4,2020-01-14 18:32:31,4398950686897867,255.52,0
eb79cd7909274d31ab5fa140377cfaab,2020-01-14 21:53:00,4671096685272336,191.17,0
ee0d1fdfab46a9d41b061cd135f49d80,2020-01-15 00:44:10,4985024436370614,89.33,0
d73242cee317e67c9265e22d7ff2d06a,2020-01-15 02:52:31,4956860373932956,432.51,0
064003db290b2ee21c7957a3dd1ca8b9,2020-01-15 07:10:03,4572259224622748,30.29,0
226a150759495ef03a54483a2262a923,2020-01-15 09:46:33,4829328237114208,909.75,0
4a26c6af2ce8c89a14bf2fe464e0caa0,2020-01-15 10:07:19,4384014188635576,5664.71,0
a83cbc1078b14e1ca9802d36aa7ccb29,2020-01-15 13:50:51,4295719836133562,19.34,0
195faaa4752097ec32ebbe16136687a5,2020-01-15 16:03:41,4879493428361965,21.71,0
6ab57a3a0b8ee27aebb1ad6029463cca,2020-01-15 16:14:51,4985024436370614,18.83,0
a1d52bc72fe6222e926fb36bf85942e7,2020-01-15 16:36:42,4231082502226286,60.6,0
1f787731438a06b7bf50234a7ed98756,2020-01-15 18:08:32,4241453805273630,755.07,0
2829482af93def473243bfeb43be1d73,2020-01-15 18:53:13,4170840302810671,404.88,0
2e686421082cc55b58a67c5bc74f9026,2020-01-16 00:04:37,4879493428361965,4.36,0
3862c0da1b2b0214a572de906c5abede,2020-01-16 07:52:36,4645884898081724,30.22,0
8be05851254a3ddc868c3a2cc0593e98,2020-01-16 15:52:13,4609746692923340,852.65,0
20d164e9f21c19efeb4211c7857fc342,2020-01-16 20:57:40,4978667132535671,600.84,0
df3ee9208ddd1136868bcfd63ededdae,2020-01-16 21:32:54,4479475895277810,4.78,0
912972ec2b5c5fa66cc058eb31eca18c,2020-01-16 22:46:33,4609746692923340,1.03,0
b803a7ce26ff9b84dc0f26fd99dfdc14,2020-01-16 22:47:14,4205091756219139,76.67,0
d0660cdaacd38404c356b848b5a38b42,2020-01-17 01:36:01,4170245277417751,64.29,0
5532bb3308e1a079c4a238c397b6876b,2020-01-17 03:18:31,4858129660270572,11.96,0
f8e7f1fc2ef25bb33401057d689457a0,2020-01-17 13:19:04,4811343280984688,59.41,0
47ebb7a1b566e38db478917d2b865549,2020-01-17 15:04:47,4208317936968510,59.14,0
8cb551501cfbee1005fe83c2c631fa64,2020-01-17 15:35:48,4532606684286514,34.59,0
80bde175ccf348f814094a73162b9901,2020-01-17 16:58:27,4811343280984688,537.99,0
e3359ecf9c507dd5f074b9debcc8271f,2020-01-17 18:19:51,4978667132535671,248.47,0
b8002f462a11c49e3a34ceb2116d6769,2020-01-17 23:14:32,4676706014866559,0.24,0
a917764899196d24fe86de0993b66ad8,2020-01-18 04:58:57,4794233751173765,10.7,0
1906d36e4fd3f30ab7e06bdc662c2b82,2020-01-18 11:24:27,4762714231199452,53.77,0
74705ecb7794f80be2658c881cc0f152,2020-01-18 21:32:12,4830349319515887,12.3,0
1dd711546caa3f09d2d14ab0b0900cfa,2020-01-18 23:15:23,4260567335033291,98.05,0
64369e9923304e16ec850fd80d872eba,2020-01-19 02:09:59,4653672048903767,4.77,0
0a9ea54f53a1e82d49a5f88191f10d9c,2020-01-19 03:00:07,4135449811055770,8.62,0
3e92b1e0790ad7a775d9afb379e2e8e6,2020-01-19 03:57:20,4934399043970226,157.61,0
b4c9a55827d4d80977079f0c06dc4a59,2020-01-19 06:00:56,4524584153018280,13.19,0
d3cabb664fdb7546466a05d6d8ffb300,2020-01-19 10:29:45,4259753809723533,2852.39,0
76f9726548208113d6bd8f867a1e4ffa,2020-01-19 17:59:54,4653672048903767,55.56,0
022cd0d8deef2171a6444e763f9f0e18,2020-01-19 22:40:17,4564139086560436,13.09,0
c44cec3a1c75228408d3b27788d22767,2020-01-19 22:42:19,4671096685272336,47.19,0
7060f724f492d2325b0c12bf6ead9d12,2020-01-20 02:26:32,4789490563144262,57.96,0
af9a6a7e5088eec1bff0d1d451e9abc8,2020-01-20 11:03:46,4829328237114208,4583.64,0
a68848f68e260c9adbc32ac379bd31e9,2020-01-20 14:13:14,4376360021712050,395.83,0
e790170b2a6f4186402549bc30fedca6,2020-01-20 15:58:40,4090612125343330,975.21,0
cd93313aa8151dbff03c688970ecff16,2020-01-20 17:11:22,4281783875596457,431.62,0
c9302c3d8f6508286d717b2ed131a489,2020-01-20 21:27:54,4893308344742860,3654.35,0
0f7c8d3062901d1e4d5743de8795f3d0,2020-01-21 00:14:40,4526611032294580,31.61,0
92afcb6e205adc93a2c0dbe8188e213f,2020-01-21 00:41:37,4950757030424276,75.29,0
9ec8009da689fa42a1e76c329d8612a6,2020-01-21 03:35:32,4033160065800364,83.44,0
76786550f7a2455841d87004761a5138,2020-01-21 05:11:14,4572259224622748,17.2,0
014784e35904ea3045596369024639c1,2020-01-21 21:28:47,4301684712758167,72.33,0
3d1aad125fb6d2f2510d97e309073f7e,2020-01-22 08:07:16,4671096685272336,37.82,0
4f860dca12192e12f0f8257609b33b8b,2020-01-22 08:28:50,4532606684286514,83.17,0
213efa139c94c29c531984967ea6eac2,2020-01-22 11:09:12,4532606684286514,66.06,0
e5efd8f2954795d68920bad79edd66a0,2020-01-22 12:03:25,4106727807825537,11.49,0
c61c7904869629dc9c96cc9dccece430,2020-01-22 12:22:47,4460285888258185,25.24,0
db44d859a6447d489bbe4242baa42e26,2020-01-22 12:47:37,4879493428361965,53.48,0
2cd0febda08393cf3077edb4ef5f22b7,2020-01-22 15:19:45,4526094550580419,536.29,0
aa8a4721e95298419a3af27e69a36f07,2020-01-22 18:26:59,4638396144844325,0.63,0
e7f1f53fc85c8b8f161c44d0d546a38b,2020-01-23 04:47:05,4956860373932956,75.32,0
902215eeae4c3a0fa9ae02c9e73991b1,2020-01-23 11:56:17,4783713328425247,73.52,0
ae52f95616d3e5d83b801f4b8648bb49,2020-01-23 17:57:34,4738705475489956,93.44,0
388630af75904b46151eb7bc47204433,2020-01-23 20:23:36,4253589902657103,64.67,0
b31992382ab3bedf43f063ddcfa42daa,2020-01-23 21:02:18,4564139086560436,452.38,0
45756c38e06d73b001a753560387ecce,2020-01-23 22:40:13,4827807245873162,64.37,0
e570c0e586ec482389172916b591363d,2020-01-24 01:58:44,4122046974704585,8.37,0
ccdd52b907d70549db413073607519d8,2020-01-24 09:12:38,4638396144844325,28.33,0
ecfb697d8f1729233780d3561ba6c019,2020-01-24 19:21:41,4564139086560436,6.73,0
754342e9806f1867c5b0ade700da1dc8,2020-01-24 20:53:19,4444037300542691,344.62,0
c4e4fb597f118b8cf5e0881115bcc8d6,2020-01-25 00:19:43,4307553668184625,9947.04,0
a874475d2ae4ea4c3bd108c347dbdc1a,2020-01-25 02:50:11,4136262720215016,958.2,0
5cbfa9c488c368e6fbf4d4497ffbcf85,2020-01-25 07:29:14,4879493428361965,79.63,0
20e440cea886a747a6b82aa4f3fa7e94,2020-01-25 09:07:22,4794233751173765,21.93,0
e4c14d06ffc7fe35929824ea3dad81c0,2020-01-25 12:08:22,4789490563144262,596.03,0
416f30eb8125bfb5fd9da3eb3ed0da90,2020-01-25 17:32:17,4783713328425247,365.36,0
9d34c4066afad874d45cb0395a78c78f,2020-01-25 23:13:58,4467512729899486,44.44,0
d42abf569e5b3a589c8d911d90a22c69,2020-01-26 05:24:53,4253589902657103,575.24,0
93690cc6ceacf04d9c90a8db48035551,2020-01-26 14:53:09,4522929944170142,88.01,0
ad1a8079468452a65cd14d61935d0d7b,2020-01-26 18:18:03,4978667132535671,22.6,0
fac3f412bd567f24e91f0ec0f4eaca14,2020-01-26 21:25:08,4738705475489956,875.21,0
626bf2aca6e24bbd9773fda6ab4eb584,2020-01-26 22:09:32,4815447301191763,80.92,0
a78bd68c1ea2134a9a5a68b0eec3eec3,2020-01-27 02:27:21,4811343280984688,193.27,0
ddad3f7defe0ac09bd674add1885dedf,2020-01-27 02:34:03,4307553668184625,19.0,0
27e0416008488db390a74ac44154b549,2020-01-27 03:55:35,4033160065800364,910.36,0
8cd2121d8ee78b7362f212d78cabb3b6,2020-01-27 09:57:51,4467512729899486,824.27,0
855b629dd101eacea0f19d17d025e5ca,2020-01-28 00:52:05,4106727807825537,739.78,0
5f8c5e04a4af91352b9853595d2cc6e6,2020-01-28 02:38:44,4985024436370614,6.62,0
ae0ac41a148bbce6b984234851b51bf5,2020-01-28 02:46:55,4815447301191763,551.7,0
0d1c94d77567d3892bfceb2858780d73,2020-01-28 05:06:34,4170840302810671,59.14,0
a875e81d561a47fa30eb42dd5cb138cd,2020-01-28 05:31:54,4950757030424276,47.36,0
b74d21e7990a3392f1aad42f04c6a665,2020-01-28 05:59:56,4783713328425247,325.02,0
0b471938c937973d96766521328aca90,2020-01-28 13:08:50,4925013053127624,36.68,0
b2422412cbe15805937efcec185a9cd2,2020-01-29 01:09:35,4395148335460814,731.72,0
dd231bd86cb2683e901a0814da923fda,2020-01-29 01:32:50,4783713328425247,99.95,0
d94e1917ac86cfc461ba940452925c04,2020-01-29 02:45:03,4241453805273630,84.36,0
0207046e4f49151070e94971fad4a6d0,2020-01-29 04:58:39,4532606684286514,9389.74,0
0a64d130f4fd009f2c73b4554e45796c,2020-01-29 09:53:48,4161715127983823,56.45,0
5e8449fe130220cc72b7fa8d3273545c,2020-01-29 16:38:16,4032763187099525,528.9,0
45b1fe6d7e612ec2c145399ab61afc8f,2020-01-29 22:51:08,4446288810992896,5044.62,0
c879201e8a38b5ee3b02558c0a48018a,2020-01-30 03:18:58,4872287670027309,100.65,0
10c8d11d2022be4fd9396470bfb18c32,2020-01-30 13:18:38,4676706014866559,707.22,0
87590b8ec2279de60c854b451f860073,2020-01-30 14:50:48,4738705475489956,979.09,0
9f2c7dc0251c96d561900af7812db5ba,2020-01-30 23:11:50,4446288810992896,31.16,0
e80ef2887cb295408c741b150951b97e,2020-01-31 14:31:21,4653672048903767,40.27,0
b47b0d4a975b8b34a814cb9b577b3d64,2020-01-31 18:55:20,4259753809723533,50.43,0
75f9c7f630e9e3585652d13bed43475e,2020-01-31 20:33:49,4241453805273630,43.57,0
d861fce29a9f0e7facd6582c06c55cee,2020-01-31 23:10:44,4213741526478791,96.84,0
69aee39f2e1accc9dbfb44bb359880fa,2020-02-01 01:18:04,4956860373932956,67.87,0
7e1ced4eae0091f491333f2002fa2c29,2020-02-01 03:10:29,4223253728365626,9590.37,0
41a372ac151f7665a8eb079b397a9463,2020-02-01 12:01:11,4260567335033291,67.0,0
c4fa41001a782d911a49869492add366,2020-02-01 13:45:09,4161715127983823,17.52,0
717c0734e5314edd5d88d92882f28eaf,2020-02-02 00:05:07,4148950609641791,84.16,0
80be1ba0f84d64b65aecdaedc3f85d15,2020-02-02 06:32:27,4238224687069643,55.69,0
1d100a5033da638317a5da9fa83a4d5f,2020-02-02 16:31:40,4734811798843814,11.88,0
6e5073e982668a90d93cfd3169bdfc33,2020-02-02 18:07:47,4738705475489956,44.49,0
a44fa35dc29b009868d491fd1d46d13f,2020-02-02 19:28:59,4301684712758167,527.07,0
2659d82567238ad1258333c966230368,2020-02-03 03:08:53,4032763187099525,924.74,0
df93ea210389210aec7e287b9f6b8cea,2020-02-03 03:32:11,4295719836133562,1.38,0
957a098e5e2205d28e22b3711bc930a7,2020-02-03 07:08:08,4208317936968510,79.17,0
44575055740b2b0511d0b7f5ceb4063f,2020-02-03 14:28:48,4645884898081724,37.02,0
c1e288edc05d4cfe43f3b2bda70490e8,2020-02-03 15:46:25,4122046974704585,8219.49,0
fee0d3600c8a0c6ccd1369a10dd1ee51,2020-02-03 16:14:36,4032763187099525,7645.39,0
16551e726f5b7d918397e316a345d26e,2020-02-03 16:52:32,4532606684286514,84.26,0
52fb2f3c68ab33a067dd4d180f2e615b,2020-02-03 17:28:16,4997591057565538,840.38,0
451d38acad99b3a7ba3bdc4018120f07,2020-02-03 19:23:36,4671096685272336,845.73,0
e69cd71913c6aeb15d4b864960f1fa73,2020-02-03 20:00:47,4978667132535671,7.37,0
d1eaa16f985f956ab2764c6d312d9b1c,2020-02-03 22:36:10,4376360021712050,19.6,0
c207137ef5ac38f9efc49f8cd73adac6,2020-02-04 06:39:08,4829328237114208,37.89,0
271b44c96537f8f5c78827c5c4743c91,2020-02-04 11:13:04,4395148335460814,31.68,0
ad05e3351473348d016abf40d409c0f1,2020-02-04 13:30:02,4384014188635576,36.08,0
691b73e5241631c1290f552459466c06,2020-02-04 13:52:51,4638396144844325,12.67,0
4600fe4809fd92bcaa65096fc4de21c6,2020-02-04 14:39:56,4880931623427294,416.89,0
aae4c701513b4f17c6e40f50ae3cd787,2020-02-04 20:48:00,4231082502226286,629.45,0
499bacfef52b76411ea41cd91d91d124,2020-02-05 00:38:37,4090612125343330,859.0,0
d773a338c693f35b68fe15be96fe654f,2020-02-05 03:44:42,4827807245873162,70.55,0
6d5e04a8159b0ae7494f34112d50776e,2020-02-05 07:01:07,4253589902657103,98.47,0
e1ab8330d39dab6feac40f9596e05acb,2020-02-05 07:32:34,4671956999823027,716.33,0
12e6d1be6871af60357de508d00c92a1,2020-02-05 18:01:09,4208317936968510,64.16,0
0872dec1bb9f4cae050b6de6e56557b7,2020-02-05 18:16:02,4738705475489956,87.0,0
5b3640a8e9cb585e92a7323e511accec,2020-02-05 18:38:27,4546601918511609,658.49,0
4980537cff28e050ba60dc3812870756,2020-02-05 19:45:58,4307553668184625,627.9,0
05c0eed549cde0273cea07211dcca18c,2020-02-05 21:16:22,4467512729899486,38.98,0
890ecd9fac5b032db3ca2caa1f3b3a12,2020-02-05 23:00:30,4683617042712171,99.24,0
009eff8fa6b3ee186f6d2d6a39e43b19,2020-02-06 00:27:05,4205091756219139,27.84,0
693325719f7c3b3df72d32fba862ad46,2020-02-06 08:02:22,4893308344742860,56.36,0
ff27e8ab4149b16db7efe9b0b7a8335c,2020-02-06 18:29:05,4522929944170142,321.94,0
39ac97b300105a6f0490bb810da4bb34,2020-02-06 21:27:48,4783713328425247,5125.46,0
d6b51a90c034bf40185d70bdd01f70ed,2020-02-06 22:28:58,4301188878743567,99.29,0
f29d6de62e6d70c416b664d2f6d2bef9,2020-02-06 22:54:41,4307553668184625,7.91,0
5af1a3047e340775e600a98208fb73e6,2020-02-06 23:24:28,4872287670027309,627.0,0
ffea1fdec209860364fb988e66a5f3b5,2020-02-06 23:53:27,4446288810992896,788.97,0
bfa0d7e185c696240d30c91cd8e7450d,2020-02-07 06:26:01,4411504524619489,751.85,0
b88ca829408b1c815c951b2a1fb83217,2020-02-07 08:01:23,4794233751173765,35.3,0
dd32ec0908753abab8f1f19acadb0732,2020-02-07 13:19:54,4148950609641791,16.14,0
8a54df9af523d6995645fb30560c2f9f,2020-02-07 16:33:59,4934399043970226,36.78,0
aaa4668d6e1215e9bc56ea44af8031d0,2020-02-08 05:08:45,4223253728365626,980.31,0
d58e7565c66eab85565af2d1d51c3509,2020-02-08 07:44:16,4890785453601818,7012.69,0
cf324262ef9a983a1217ce77add89f54,2020-02-08 09:08:18,4161715127983823,61.17,0
4ea626d492e7e60b7e947810d0b60b61,2020-02-08 09:20:15,4205091756219139,59.39,0
be35bdc9cbb59606ab7c5b6aeed705a0,2020-02-08 15:49:31,4893308344742860,0.86,0
09da277ee1eaebec696bab16f9322e5e,2020-02-08 20:20:17,4829328237114208,63.03,0
f16d7ebaeda940d09fd025d6f847775e,2020-02-09 00:15:08,4829328237114208,37.4,0
89097554761a2da5e83a3181886a06e3,2020-02-09 01:58:54,4001837582277998,74.58,0
5a6619ee33137040be95babafa1cea5d,2020-02-09 06:57:15,4259753809723533,12.38,0
c93ffdfbe2ea4545c8203ecac20aeb73,2020-02-09 07:19:56,4811343280984688,46.84,0
5967fdc7c1e3fc39a014456be05c3152,2020-02-09 07:46:53,4653672048903767,1.46,0
f206c16c8da4a7deabc9624079427965,2020-02-09 09:13:12,4811343280984688,77.77,0
c4a5c81b99dd456078c77524d2df61dd,2020-02-09 10:57:16,4135449811055770,29.37,0
e5a57b50f2a43d4e40cced03bf1dd2ed,2020-02-09 11:28:32,4564139086560436,27.01,0
7561117a9eda6a3857fe2bf75290d96f,2020-02-09 12:23:25,4231082502226286,69.95,0
b09fcca33360a3a1f3e686547241d2d6,2020-02-09 17:58:29,4213741526478791,9.4,0
98673e29f4d95f9687b424de2f10af03,2020-02-09 23:03:44,4106727807825537,929.23,0
e1b0dad6ee33d6ced3b2bf3eb8f5b785,2020-02-09 23:10:22,4829328237114208,12.93,0
0acfc7dfcce581181b68643576c1ecbc,2020-02-10 02:47:44,4398950686897867,54.13,0
2b6c97a636d86c88e94bb7bedaa62f35,2020-02-10 04:23:26,4638396144844325,4807.19,0
90f963c650f7e469b1cf2b6341c08fbc,2020-02-10 15:16:09,4388795302273767,0.66,0
145ecbced5a88e0dfda820dd7d98c26b,2020-02-11 03:11:56,4564139086560436,90.34,0
414c8825be4d56aa0d41f49898816c7c,2020-02-11 06:25:39,4925013053127624,173.16,0
201b1e9b78e30347227bf95a7e202653,2020-02-11 06:40:15,4479475895277810,8.66,0
7428bd728ccd18a7a9f547eb43b0d889,2020-02-11 12:13:49,4526611032294580,1.07,0
4b0c5ffaceb1069ddde783de58022621,2020-02-11 16:52:42,4374799537894500,10.32,0
72345561a4586c33d7596a2b092d251c,2020-02-11 17:50:51,4893308344742860,45.7,0
001ee1563fbdf4a22f26334b6d9a1c45,2020-02-11 18:39:34,4827760497563827,43.09,0
47806c4f7203a3dbc753bdcbab3f516e,2020-02-11 18:57:18,4879493428361965,74.63,0
95f53088f4fba50dd2704ef5c9464c56,2020-02-12 05:07:24,4880931623427294,951.67,0
4beacba33aec76fddfbb911eac47928e,2020-02-12 14:40:40,4411504524619489,93.58,0
b4b904b9d6247420a987b329dafcfeba,2020-02-12 15:13:34,4333652104565302,69.35,0
c617961057e856b616b1a5348361286c,2020-02-12 19:18:50,4985024436370614,305.25,0
aff08d71e8d4df2d4ee9a6de1dd4c21d,2020-02-13 01:21:40,4039150536880479,52.33,0
ef7772a0688a45d090d15f9cb27266d1,2020-02-13 01:39:55,4226063306212844,953.78,0
d9b48c2180a54001b068aecf43a980f3,2020-02-13 02:40:34,4307553668184625,204.29,0
96ecbc77da4bad00c35ce9b3f81e4604,2020-02-13 08:17:52,4532606684286514,31.53,0
1fe03ffafa9477f35e3953b9bd2f1f1e,2020-02-13 09:10:15,4159210768503456,74.56,0
04d984a0be9ee57abf0d08189d45602d,2020-02-13 15:24:56,4135449811055770,69.73,0
46a0512963d2e98ef3110d2466f6bf6f,2020-02-13 19:38:09,4650661577010550,60.0,0
4a9707da6e1e3d767842bc272e492322,2020-02-13 19:58:41,4232153519700594,39.76,0
ea1ea51a51ca948ed945c5f74ccbe73b,2020-02-13 21:07:37,4783713328425247,76.72,0
0e0168a87ac3394d6e3a1e6ede590c99,2020-02-14 02:16:07,4332149413304557,86.22,0
5256170e0230990dcf0f00fe978ea65b,2020-02-14 08:24:17,4867010117638802,957.77,0
